0,0
5.508, 2.4969
5.535, 2.5091
5.562, 2.5213
5.589, 2.5337
5.616, 2.5459
20.349, 2.5582
20.376, 2.5705
20.403, 2.5827
20.43, 2.595
20.457, 2.6072
20.484, 2.6194
20.511, 2.6317
20.538, 2.6439
20.565, 2.6562
20.592, 2.6684
20.619, 2.6806
20.646, 2.6928
20.673, 2.705
20.7, 2.7174
20.7269, 2.7296
20.754, 2.7418
20.781, 2.7541
20.808, 2.7663
20.835, 2.7786
20.862, 2.7908
20.889, 2.803
20.916, 2.8153
20.943, 2.8275
20.97, 2.8397
20.9969, 2.8519
21.024, 2.8641
21.051, 2.8765
21.078, 2.8887
21.105, 2.901
21.132, 2.9132
21.159, 2.9254
21.186, 2.9377
21.213, 2.9499
21.24, 2.9622
21.267, 2.9744
21.294, 2.9866
21.321, 2.9989
21.3479, 3.0111
21.375, 3.0234
21.402, 3.0356
21.429, 3.0478
36.1621, 3.0601
36.1891, 3.0724
36.2161, 3.0846
36.2431, 3.0969
36.2701, 3.1091
36.2971, 3.1213
36.3241, 3.1336
36.3511, 3.1458
36.378, 3.1581
36.4051, 3.1703
51.1381, 3.1826
51.1651, 3.1948
51.1921, 3.2071
51.2191, 3.2193
51.2461, 3.2316
51.2731, 3.2438
51.3001, 3.256
51.3271, 3.2683
51.3541, 3.2805
51.3811, 3.2928
51.4081, 3.305
66.1411, 3.3173
66.1681, 3.3296
66.1951, 3.3418
66.2221, 3.354
66.249, 3.3663
66.2761, 3.3785
66.3031, 3.3908
66.3301, 3.403
81.0632, 3.4153
81.0902, 3.4275
81.1172, 3.4398
81.1442, 3.452
81.1712, 3.4643
81.1982, 3.4765
95.9312, 3.4888
95.9582, 3.5011
95.9851, 3.5133
96.0122, 3.5255
96.0392, 3.5377
96.0662, 3.55
96.0932, 3.5623
96.1202, 3.5745
110.8532, 3.5868
110.8801, 3.599
110.9072, 3.6113
110.9342, 3.6235
110.9612, 3.6358
110.9882, 3.648
111.0152, 3.6602
111.0422, 3.6724
125.7753, 3.6848
125.8023, 3.697
125.8293, 3.7093
125.8563, 3.7215
125.8833, 3.7337
125.9102, 3.746
125.9373, 3.7582
140.6703, 3.7705
140.6973, 3.7828
140.7243, 3.795
140.7513, 3.8073
140.7783, 3.8195
140.8053, 3.8317
140.8323, 3.8439
140.8593, 3.8561
155.5923, 3.8685
155.6193, 3.8808
155.6463, 3.893
155.6733, 3.9052
155.7003, 3.9175
155.7273, 3.9297
155.7543, 3.942
155.7812, 3.9542
170.5144, 3.9665
170.5413, 3.9788
170.5684, 3.991
170.5954, 4.0032
170.6223, 4.0155
170.6494, 4.0277
170.6764, 4.04
185.4094, 4.0523
185.4364, 4.0645
185.4634, 4.0767
185.4904, 4.089
185.5173, 4.1012
185.5444, 4.1135
200.2774, 4.1258
200.3044, 4.138
200.3314, 4.1502
200.3584, 4.1625
200.3854, 4.1747
200.4123, 4.187
200.4394, 4.1992
200.4664, 4.2114
200.4934, 4.2237
200.5204, 4.2359
215.2535, 4.2482
215.2805, 4.2605
215.3075, 4.2727
215.3345, 4.285
215.3615, 4.2972
215.3885, 4.3094
215.4155, 4.3216
230.1485, 4.334
230.1755, 4.3462
230.2025, 4.3585
230.2295, 4.3707
230.2565, 4.3829
244.9895, 4.3952
245.0165, 4.4075
245.0435, 4.4197
245.0705, 4.432
245.0975, 4.4442
245.1245, 4.4564
245.1515, 4.4687
245.1785, 4.4809
259.9116, 4.4932
259.9386, 4.5055
259.9656, 4.5177
259.9926, 4.53
260.0196, 4.5422
260.0466, 4.5544
260.0735, 4.5667
260.1006, 4.5789
260.1276, 4.5912
274.8606, 4.6035
274.8876, 4.6157
274.9146, 4.6279
274.9416, 4.6402
274.9686, 4.6524
274.9956, 4.6646
289.7286, 4.677
289.7556, 4.6892
289.7826, 4.7015
289.8096, 4.7137
289.8366, 4.7259
289.8636, 4.7382
